example_idx,sentence,true_label,confidence,variability,region
148,"as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story ",0,0.99697185754776,0.0037977062410513053,Ambiguous
149,well-thought stunts or ,1,0.9941971063613891,0.010746873017857652,Ambiguous
150,reveals how important our special talents can be when put in service of of others . ,1,0.9988085865974426,0.0016113281347894701,Easy
151,no lika da ,0,0.9976602554321289,0.0031786178835883395,Easy
152,a welcome relief ,1,0.9991398453712463,0.0009509839539789549,Easy
153,the promise of digital filmmaking ,1,0.9801805257797241,0.029059090097987416,Ambiguous
154,just one that could easily wait for your pay per view dollar ,0,0.9953815460205078,0.007082220541509077,Ambiguous
155,justify a theatrical simulation of the death camp of auschwitz ii-birkenau ,0,0.9876233100891113,0.01598499760696472,Ambiguous
156,extraordinary faith ,1,0.9988630056381226,0.0014852027400363633,Easy
157,have i seen a film so willing to champion the fallibility of the human heart ,1,0.9986457824707031,0.0017407615703810134,Easy
158,", sometimes beautiful adaptation ",1,0.9993962407112121,0.000570477363070574,Easy
159,about as interesting ,0,0.9916364908218384,0.014180652914549535,Ambiguous
160,"caruso sometimes descends into sub-tarantino cuteness ... but for the most part he makes sure the salton sea works the way a good noir should , keeping it tight and nasty . ",1,0.9982314109802246,0.0018565533926054897,Easy
161,"overlong , and bombastic ",0,0.9971770644187927,0.0038393808369034084,Ambiguous
162,derivative and hammily ,0,0.9516147375106812,0.08680175667589642,Ambiguous
163,"most audacious , outrageous , ",1,0.9975491404533386,0.003967871226602901,Ambiguous
164,at its best moments ,1,0.9991144061088562,0.0010921435285479312,Easy
165,disney again ransacks its archives for a quick-buck sequel . ,0,0.993667209148407,0.008293495676323027,Ambiguous
166,"that final , beautiful scene ",1,0.9995184540748596,0.000463919486585928,Easy
167,"some movies suck you in despite their flaws , ",1,0.999162495136261,0.0007159472917151831,Easy
168,"eats , meddles , argues , laughs , kibbitzes and fights ",1,0.997589373588562,0.0019425210965111162,Easy
169,"the problem with the film is whether these ambitions , laudable in themselves , justify a theatrical simulation of the death camp of auschwitz ii-birkenau . ",0,0.9967505216598511,0.00491604598018008,Ambiguous
170,", compelling ",1,0.9995631814002991,0.0003701671967537265,Easy
171,infectiously ,1,0.994087529182434,0.01110266787747004,Ambiguous
172,"the picture runs a mere 84 minutes , but it 's no glance . ",1,0.5025391459465027,0.38993369866709143,Ambiguous
173,think of this dog of a movie ,0,0.896110451221466,0.13756794940875727,Ambiguous
174,'s remarkable procession of sweeping pictures that have reinvigorated the romance genre . ,1,0.9995540976524353,0.0003942336817475936,Easy
175,those so-so films that could have been much better ,0,0.9968745231628418,0.004681423441168248,Ambiguous
176,a passable date film ,1,0.9989970207214356,0.0013628694803321287,Easy
177,imax in short ,1,0.9154529213905335,0.09807126371285028,Ambiguous
178,i hate it . ,0,0.9981386661529541,0.00247084644749447,Easy
179,'s pleasant enough -- and oozing with attractive men ,1,0.9995529413223266,0.0004012592098781156,Easy
180,"no one involved , save dash , shows the slightest aptitude for acting ",0,0.9981609225273133,0.002349422733884436,Easy
181,in this wildly uneven movie ,0,0.9972522974014282,0.004135508781088452,Ambiguous
182,"pokes , provokes , takes expressionistic license ",1,0.9782133936882019,0.041453042766645715,Ambiguous
183,"like one of ( spears ' ) music videos in content -- except that it goes on for at least 90 more minutes and , worse , that you have to pay if you want to see it ",0,0.9971795082092285,0.003294859451745279,Easy
184,"with color and depth , and rather a good time ",1,0.9995526194572448,0.00039320893208518896,Easy
185,"silly , outrageous , ingenious ",1,0.999372935295105,0.0004321706173989351,Easy
186,being able to hit on a 15-year old when you 're over 100 ,0,0.9805411338806153,0.019438099678337838,Ambiguous
187,"the story of trouble every day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult . ",0,0.9983287572860717,0.002155972781704907,Easy
188,the year 's best and most unpredictable comedy ,1,0.9994980454444885,0.00047451057964944843,Easy
189,starts off so bad that you feel like running out screaming ,0,0.9981149792671203,0.002594176038967415,Easy
190,men in black ii achieves ultimate insignificance -- it 's the sci-fi comedy spectacle as whiffle-ball epic . ,0,0.9961556911468505,0.0056224852001164555,Ambiguous
191,elvira fans could hardly ask for more . ,1,0.9981240391731262,0.00259355484831311,Easy
192,a good one ,1,0.999547028541565,0.0004111742521883576,Easy
193,", plodding picture ",0,0.9973571062088012,0.0037103002473608793,Ambiguous
194,"the character dramas , which never reach satisfying conclusions ",0,0.9978561162948608,0.0028925775070898084,Easy
195,lost in the translation this time ,0,0.9955447435379028,0.005968368180047471,Ambiguous
196,speak for it while it forces you to ponder anew what a movie can be ,1,0.9984533190727234,0.0019979977188926005,Easy
197,enables shafer to navigate spaces both large ... and small ... with considerable aplomb ,1,0.9992844700813294,0.0008648965211080967,Easy
198,a plot cobbled together from largely flat and uncreative moments ,0,0.9975347280502319,0.003719829112899837,Ambiguous
199,inane and awful ,0,0.9982253074645996,0.0023552878760135457,Easy
200,told in scattered fashion ,0,0.9628909707069397,0.03968614612354815,Ambiguous
201,takes chances that are bold by studio standards ,1,0.9826297163963318,0.03154238842300892,Ambiguous
202,"believe it or not , jason actually takes a backseat in his own film to special effects ",0,0.9882062435150146,0.012835193686064814,Ambiguous
203,only thing to fear about `` fear dot com '' ,0,0.9878441452980041,0.003998119140049552,Ambiguous
204,whole mess ,0,0.9965790510177612,0.004612777792823091,Ambiguous
205,manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor ,1,0.9995480537414551,0.00037129865903716235,Easy
206,working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up . ,1,0.9980373859405518,0.002385330249583856,Easy
207,a résumé loaded with credits like `` girl in bar # 3 ,0,0.9942769289016724,0.00715957973361766,Ambiguous
208,enjoy the ride ,1,0.9993562340736389,0.0006803865690685152,Easy
209,very little to add beyond the dark visions already relayed by superb recent predecessors ,0,0.9955296874046325,0.006874738356275156,Ambiguous
210,"the , yes , snail-like pacing ",0,0.9925291895866394,0.008244079726376351,Ambiguous
211,an extremely unpleasant film . ,0,0.9982725143432617,0.0022839217028001245,Easy
212,"if it is n't entirely persuasive , it does give exposure to some talented performers ",1,0.9872661709785462,0.01700166597519091,Ambiguous
213,"the whole affair , true story or not , feels incredibly hokey ... ",0,0.9977019309997559,0.0029952801474875377,Easy
214,are all things we 've seen before ,0,0.9939586281776428,0.007339858983638851,Ambiguous
215,poignant and leavened ,1,0.9981468677520752,0.00301382412322653,Easy
216,breathless anticipation ,1,0.9486189126968384,0.09210783586411779,Ambiguous
217,significantly better ,1,0.9983174681663514,0.002418434969381907,Easy
218,as predictable as the tides ,0,0.9969017148017884,0.004540508728809841,Ambiguous
219,bewilderingly brilliant and entertaining ,1,0.9993554353713989,0.0005316971377467547,Easy
220,it 's smooth and professional ,1,0.9995391368865967,0.0004001339367590162,Easy
221,", unassuming , subordinate ",0,0.982931649684906,0.01574338929150536,Ambiguous
222,the horror ,0,0.9906431674957276,0.013021141832963972,Ambiguous
223,a technically superb film ,1,0.9995770812034607,0.00035664220640359604,Easy
224,the positive change in tone here seems to have recharged him . ,1,0.9932160615921021,0.0125900428133566,Ambiguous
225,"pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators ",1,0.9981278300285339,0.0026525210327513317,Easy
226,a dim ,0,0.9965928673744202,0.004688812671773593,Ambiguous
227,", vicious and absurd ",0,0.997802472114563,0.0030758549669768994,Easy
228,because he acts so goofy all the time ,0,0.9961699962615966,0.0043160946527662225,Ambiguous
229,to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ,1,0.9982890844345093,0.0023084292817425753,Easy
230,"'s at once laughable and compulsively watchable , ",1,0.9978852868080139,0.0018217659436285864,Easy
231,merit its 103-minute length ,1,0.8289994090795517,0.32690089148403484,Ambiguous
232,the value and respect for the term epic cinema ,1,0.9985699415206909,0.0020394513011508047,Easy
233,as a dentist 's waiting room ,0,0.8648564517498016,0.19280711054257657,Ambiguous
234,showing honest emotions ,1,0.9992648959159851,0.0008101201074238996,Easy
235,amazingly lame . ,0,0.996275806427002,0.0059594524259387535,Ambiguous
236,confessions may not be a straightforward bio ,0,0.9895320892333984,0.009888594608824639,Ambiguous
237,seems a disappointingly thin slice of lower-class london life ; despite the title ... amounts to surprisingly little ,0,0.9975185513496398,0.0035030853781178517,Easy
238,the story is bogus and ,0,0.997878909111023,0.0030134577111965086,Easy
239,this comic gem is as delightful as it is derivative . ,1,0.9992039918899536,0.0006843455705964103,Easy
240,to spare wildlife ,1,0.9652219176292419,0.04749427444226378,Ambiguous
241,ugly as the shabby digital photography ,0,0.9980440735816956,0.0027079927541775644,Easy
242,understand the difference between dumb fun and just plain dumb ,0,0.9962828755378723,0.005163467992474123,Ambiguous
243,traditionally structured ,1,0.9893032550811768,0.017555230023805154,Ambiguous
244,frida is n't that much different from many a hollywood romance . ,0,0.9947051763534546,0.005404367396209765,Ambiguous
245,does point the way for adventurous indian filmmakers toward a crossover into nonethnic markets . ,1,0.9980461120605468,0.002141746312857453,Easy
246,are worth the price of admission ... if `` gory mayhem '' is your idea of a good time ,1,0.9982014060020447,0.0021031298558393204,Easy
247,"was produced by jerry bruckheimer and directed by joel schumacher , and reflects the worst of their shallow styles : wildly overproduced , inadequately motivated every step of the way and demographically targeted to please every one ( and no one ) ",0,0.9977625727653503,0.0031897276948446595,Easy
248,carnage and ,0,0.9860491991043091,0.014221970043833163,Ambiguous
249,"degraded , handheld blair witch video-cam footage ",0,0.9958475589752197,0.006769304511956073,Ambiguous
250,second fiddle ,0,0.9615316271781922,0.03342382265620102,Ambiguous
251,about the folly of superficiality that is itself ,0,0.99209543466568,0.007136633892611867,Ambiguous
252,"serves as auto-critique , and its clumsiness as its own most damning censure . ",0,0.9971450924873352,0.004150708081310873,Ambiguous
253,tedious norwegian offering which somehow snagged an oscar nomination . ,0,0.989479398727417,0.017912905433718283,Ambiguous
254,", esther kahn is unusual but unfortunately also irritating . ",0,0.9963598608970642,0.005555580695403845,Ambiguous
255,a stylish exercise ,1,0.9994610548019409,0.0004448777720063833,Easy
256,halfway through this picture i was beginning to hate it ,0,0.9980053663253784,0.002814209165225202,Easy
257,a setup so easy it borders on facile ,0,0.9924163341522216,0.0060370223735433095,Ambiguous
258,a thoroughly awful movie ,0,0.9981772899627686,0.002489415982162192,Easy
259,takes hold and grips hard ,1,0.99839928150177,0.002262900926912351,Easy
260,"look smeary and blurry , to the point of distraction ",0,0.998025369644165,0.0026974960708119116,Easy
261,the picture 's fascinating byways ,1,0.9994171857833862,0.0005328232939945307,Easy
262,"guns , cheatfully filmed martial arts , disintegrating bloodsucker computer effects and jagged camera moves ",0,0.9972955584526062,0.003974799854695707,Ambiguous
263,"breezy , distracted rhythms ",0,0.9547192811965942,0.045946741533330414,Ambiguous
264,than this mess ,0,0.996905791759491,0.004710392581926223,Ambiguous
265,"evanescent , seamless and sumptuous stream ",1,0.9995065093040466,0.0005004254272264299,Easy
266,slick and manufactured to claim street credibility . ,1,0.6913297198712826,0.3972680985538364,Ambiguous
267,"take care is nicely performed by a quintet of actresses , ",1,0.9994378447532654,0.0006123300027201504,Easy
268,valuable messages ,1,0.9992685556411743,0.0008566955390251595,Easy
269,in no small part thanks to lau ,1,0.996347987651825,0.005462376081258273,Ambiguous
270,two guys who desperately want to be quentin tarantino when they grow up ,0,0.9568017244338989,0.048159441699845776,Ambiguous
271,no new plot conceptions ,0,0.9946957707405091,0.0046013563054336315,Ambiguous
272,essentially a collection of bits -- ,0,0.8619172692298889,0.14370101198263974,Ambiguous
273,does n't bode well for the rest of it ,0,0.9979501843452454,0.0026953688697171135,Easy
274,elevated by it -- the kind of movie ,1,0.9964203596115112,0.0062963170890402214,Ambiguous
275,usual worst ,0,0.9973608613014221,0.003820079706479545,Ambiguous
276,"hugh grant , who has a good line in charm ",1,0.9993872284889221,0.0006206837461075098,Easy
277,arrive early and stay late ,1,0.9137745261192322,0.1696638095261062,Ambiguous
278,"is a pan-american movie , with moments of genuine insight into the urban heart . ",1,0.9995561361312866,0.0003838057136040482,Easy
279,i could have used my two hours better watching being john malkovich again . ,0,0.9957637429237366,0.006065134565180786,Ambiguous
280,"shot in artful , watery tones of blue , green and brown ",1,0.998678469657898,0.001748713392782256,Easy
281,an unorthodox little film noir organized crime story that includes one of the strangest ,1,0.9952097415924073,0.005051416469141978,Ambiguous
282,considerable aplomb ,1,0.9989031672477722,0.0015737524935834466,Easy
283,acted by diane lane and richard gere . ,1,0.9937548279762268,0.0067899446961287736,Ambiguous
284,scant ,0,0.9738958001136779,0.03478654721178564,Ambiguous
285,an admittedly middling film ,1,0.07132735131308436,0.07190355409724149,Hard
286,too ludicrous ,0,0.9979122996330261,0.002906614402514076,Easy
287,the rock 's fighting skills are more in line with steven seagal ,1,0.9959719777107239,0.005469464910772093,Ambiguous
288,rich and full ,1,0.9994168281555176,0.0005826363715971088,Easy
289,"warm water under a red bridge is a celebration of feminine energy , a tribute to the power of women to heal . ",1,0.9994355797767639,0.0005736027533668985,Easy
290,"that uses a sensational , real-life 19th-century crime as a metaphor for ",1,0.8819310963153839,0.2268029371219082,Ambiguous
291,", home movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face . ",1,0.9994283080101013,0.0005090708183118394,Easy
292,", the film retains ambiguities that make it well worth watching . ",1,0.9995159864425659,0.00043388475041032426,Easy
293,ultra-cheesy dialogue ,0,0.9952289581298828,0.006226747250227087,Ambiguous
294,added depth and resonance ,1,0.9993723511695862,0.0006504787505369198,Easy
295,the sensational ,1,0.9995033740997314,0.00044988121637847255,Easy
